EmployeeID,FullName,Birthday,Gender,CCCD,Street,District,City,PhoneNumber,BasicSalary,Manager,CenterID,AccountLogin,IsManager,IsReceptionist,IsTechnician,IsCashier,IsAdmin
EMP0141,Phan Hoàng Ngọc,1982-03-12,Nữ,046802957011,366 Nguyễn Công Trứ,Bình Thạnh,TP. Hồ Chí Minh,0568564205,12306225,EMP0009,CEN009,CS0034,0,0,0,1,0
EMP0142,Trần Xuân Ly,1992-01-16,Nữ,025405058624,127 Nguyễn Trãi,Bình Thủy,Cần Thơ,0933965223,16310178,EMP0010,CEN010,TN0042,0,0,1,0,0
EMP0143,Lương Thị Trang,1969-06-12,Nữ,052471094641,429 Hai Bà Trưng,Liên Chiểu,Đà Nẵng,0333930870,23258194,EMP0010,CEN010,AD0022,0,0,0,0,1
EMP0144,Hoàng Thành Minh,1985-11-11,Nam,079102076054,301 Lý Thường Kiệt,Quận 1,TP. Hồ Chí Minh,0786915452,16576537,EMP0006,CEN006,AD0023,0,0,0,0,1
EMP0145,Bùi Bích Oanh,1996-08-11,Nữ,019605308823,302 Bùi Viện,Trảng Dài,Biên Hòa,0362096902,11416068,EMP0010,CEN010,CS0035,0,0,0,1,0
EMP0146,Lương Hữu Tài,1986-11-10,Nam,089105670147,86 Cách Mạng Tháng 8,Cái Răng,Cần Thơ,0925704331,15336721,EMP0002,CEN002,RC0036,0,1,0,0,0
EMP0147,Nguyễn Văn Hiếu,1984-05-11,Nam,035803827043,452 Lê Văn Sỹ,Ngũ Hành Sơn,Đà Nẵng,0979327104,15576871,EMP0007,CEN007,TN0043,0,0,1,0,0
EMP0148,Phạm Ngọc Thủy,2005-06-13,Nữ,034903738726,281 Trần Hưng Đạo,Cẩm Lệ,Đà Nẵng,0326296201,6981018,EMP0007,CEN007,RC0037,0,1,0,0,0
EMP0149,Ngô Quang Tùng,1985-04-16,Nam,056801057152,26 Nguyễn Trãi,Ngô Quyền,Hải Phòng,0780614973,13495902,EMP0005,CEN005,RC0038,0,1,0,0,0
EMP0150,Huỳnh Quốc Hải,2000-01-14,Nam,026103193862,251 Lê Văn Sỹ,Hải An,Hải Phòng,0786527047,14745205,EMP0002,CEN002,TN0044,0,0,1,0,0
